CloseTimeMs,Date,Open,High,Low,Close,Volume,TouchUpperQ,TouchLowerQ
1759784699999,2025-10-06 18:00:00,4686.99,4693.99,4686.98,4687.17,4145.875,0,0
1759784999999,2025-10-06 18:05:00,4687.18,4687.38,4683.0,4686.55,7193.824,0,1
1759785299999,2025-10-06 18:10:00,4686.55,4696.0,4685.29,4692.43,11847.482,0,0
1759785599999,2025-10-06 18:15:00,4691.35,4691.35,4682.72,4685.04,11874.637,0,1
1759785899999,2025-10-06 18:20:00,4683.85,4683.85,4670.4,4679.12,28295.42,0,1
1759786199999,2025-10-06 18:25:00,4679.34,4689.67,4678.48,4683.82,6638.753,0,1
1759786499999,2025-10-06 18:30:00,4685.12,4687.32,4673.69,4673.69,12278.842,0,1
1759786799999,2025-10-06 18:35:00,4673.68,4685.58,4672.22,4682.84,6094.054,0,1
1759787099999,2025-10-06 18:40:00,4682.84,4691.44,4681.19,4689.2,3741.309,0,1
1759787399999,2025-10-06 18:45:00,4689.2,4689.2,4684.35,4684.35,1223.438,0,0
1759787699999,2025-10-06 18:50:00,4684.14,4686.01,4676.44,4676.45,5592.372,0,1
1759787999999,2025-10-06 18:55:00,4676.34,4691.45,4675.78,4691.44,12122.013,0,1
1759788299999,2025-10-06 19:00:00,4691.78,4706.77,4689.27,4699.58,26484.673,0,0
1759788599999,2025-10-06 19:05:00,4698.12,4698.46,4691.94,4696.32,6289.317,0,0
1759788899999,2025-10-06 19:10:00,4696.31,4700.0,4694.23,4697.01,4840.95,0,0
1759789199999,2025-10-06 19:15:00,4697.0,4699.17,4694.77,4697.95,3427.064,0,0
1759789499999,2025-10-06 19:20:00,4696.85,4697.55,4690.78,4691.46,5715.895,0,0
1759789799999,2025-10-06 19:25:00,4691.46,4694.44,4687.38,4694.41,4435.24,0,0
1759790099999,2025-10-06 19:30:00,4694.41,4696.34,4688.98,4690.84,4360.271,0,0
1759790399999,2025-10-06 19:35:00,4690.38,4691.0,4683.58,4683.67,3752.155,0,0
1759790699999,2025-10-06 19:40:00,4683.35,4684.58,4680.01,4683.0,6745.908,0,1
1759790999999,2025-10-06 19:45:00,4683.0,4695.26,4682.61,4692.17,3839.465,0,1
1759791299999,2025-10-06 19:50:00,4692.17,4703.81,4691.11,4699.47,9255.057,0,0
1759791599999,2025-10-06 19:55:00,4699.35,4700.1,4694.45,4696.98,2741.003,0,0
1759791899999,2025-10-06 20:00:00,4696.99,4703.39,4695.47,4695.48,4668.725,0,0
1759792199999,2025-10-06 20:05:00,4695.47,4695.47,4687.3,4689.84,4165.431,0,0
1759792499999,2025-10-06 20:10:00,4689.85,4694.29,4688.45,4688.8,3274.725,0,0
1759792799999,2025-10-06 20:15:00,4690.14,4693.13,4685.64,4693.13,4396.474,0,0
1759793099999,2025-10-06 20:20:00,4693.12,4696.14,4688.0,4692.96,5442.848,0,0
1759793399999,2025-10-06 20:25:00,4693.4,4703.6,4692.15,4702.89,5569.172,0,0
1759793699999,2025-10-06 20:30:00,4702.89,4703.28,4695.67,4695.68,3453.781,0,0
1759793999999,2025-10-06 20:35:00,4696.13,4701.43,4694.39,4696.39,3230.326,0,0
1759794299999,2025-10-06 20:40:00,4696.59,4699.9,4693.29,4693.29,3149.09,0,0
1759794599999,2025-10-06 20:45:00,4693.3,4694.69,4689.37,4694.36,5122.596,0,0
1759794899999,2025-10-06 20:50:00,4694.36,4694.37,4687.0,4688.42,3509.175,0,0
1759795199999,2025-10-06 20:55:00,4688.41,4688.8,4682.0,4682.0,8815.452,0,1
1759795499999,2025-10-06 21:00:00,4682.42,4691.01,4681.16,4685.45,9747.94,0,1
1759795799999,2025-10-06 21:05:00,4684.54,4690.94,4683.93,4684.19,4206.304,0,0
1759796099999,2025-10-06 21:10:00,4684.2,4686.97,4680.61,4680.96,5487.266,0,1
1759796399999,2025-10-06 21:15:00,4680.61,4682.52,4675.32,4682.51,6373.979,0,0
1759796699999,2025-10-06 21:20:00,4682.51,4684.16,4675.0,4678.53,8596.27,0,1
1759796999999,2025-10-06 21:25:00,4678.94,4680.42,4674.66,4674.86,3786.879,0,0
1759797299999,2025-10-06 21:30:00,4674.6,4679.78,4671.39,4676.1,7008.428,0,0
1759797599999,2025-10-06 21:35:00,4675.35,4677.97,4670.27,4670.89,6109.979,0,0
1759797899999,2025-10-06 21:40:00,4670.89,4680.47,4670.88,4680.47,5451.916,0,0
1759798199999,2025-10-06 21:45:00,4680.46,4682.93,4670.26,4671.89,10218.244,0,0
1759798499999,2025-10-06 21:50:00,4672.9,4678.0,4671.29,4676.9,3999.911,0,0
1759798799999,2025-10-06 21:55:00,4677.28,4680.0,4676.55,4679.1,3271.032,0,0
1759799099999,2025-10-06 22:00:00,4678.01,4688.0,4677.03,4687.18,6147.444,0,1
1759799399999,2025-10-06 22:05:00,4686.77,4694.99,4684.68,4694.62,6167.792,0,0
1759799699999,2025-10-06 22:10:00,4694.62,4697.99,4688.3,4688.95,8212.358,0,0
1759799999999,2025-10-06 22:15:00,4688.65,4689.48,4673.79,4673.79,7514.21,0,1
1759800299999,2025-10-06 22:20:00,4674.11,4674.18,4660.03,4669.23,30777.978,0,0
1759800599999,2025-10-06 22:25:00,4669.36,4678.93,4665.18,4676.74,8481.934,0,0
1759800899999,2025-10-06 22:30:00,4677.13,4677.98,4668.1,4673.65,6848.946,0,0
1759801199999,2025-10-06 22:35:00,4673.17,4676.25,4671.0,4675.19,3500.601,0,0
1759801499999,2025-10-06 22:40:00,4675.3,4687.27,4675.3,4686.95,9171.933,0,0
1759801799999,2025-10-06 22:45:00,4686.96,4686.96,4673.1,4674.45,5581.797,0,0
1759802099999,2025-10-06 22:50:00,4674.67,4674.87,4671.88,4673.03,3277.382,0,0
1759802399999,2025-10-06 22:55:00,4673.05,4674.52,4671.0,4673.92,4585.393,0,0
1759802699999,2025-10-06 23:00:00,4674.25,4680.14,4672.06,4675.9,5308.877,0,0
1759802999999,2025-10-06 23:05:00,4676.18,4679.63,4673.28,4674.99,2649.243,0,0
1759803299999,2025-10-06 23:10:00,4674.99,4679.62,4674.99,4677.6,2987.709,0,0
1759803599999,2025-10-06 23:15:00,4677.61,4683.17,4677.35,4679.37,4787.233,0,0
1759803899999,2025-10-06 23:20:00,4679.37,4681.21,4666.91,4681.2,15100.507,0,0
1759804199999,2025-10-06 23:25:00,4682.43,4687.29,4680.89,4684.82,9944.883,0,1
1759804499999,2025-10-06 23:30:00,4684.83,4690.46,4681.76,4682.06,7172.62,0,1
1759804799999,2025-10-06 23:35:00,4682.07,4682.08,4672.61,4672.9,5135.117,0,0
1759805099999,2025-10-06 23:40:00,4672.9,4677.0,4672.65,4675.4,2510.971,0,0
1759805399999,2025-10-06 23:45:00,4675.4,4680.78,4675.4,4677.69,2691.365,0,0
1759805699999,2025-10-06 23:50:00,4677.69,4685.51,4676.55,4680.3,4425.537,0,0
1759805999999,2025-10-06 23:55:00,4680.01,4685.78,4679.36,4685.77,4784.984,0,0
1759806299999,2025-10-07 00:00:00,4684.83,4687.19,4676.56,4684.99,8401.121,0,1
1759806599999,2025-10-07 00:05:00,4684.99,4685.0,4679.92,4684.35,3259.683,0,0
1759806899999,2025-10-07 00:10:00,4684.35,4694.5,4683.99,4693.18,12973.261,0,0
1759807199999,2025-10-07 00:15:00,4693.01,4693.01,4681.0,4688.0,8277.002,0,0
1759807499999,2025-10-07 00:20:00,4688.01,4689.63,4682.54,4683.33,4293.537,0,0
1759807799999,2025-10-07 00:25:00,4683.33,4684.53,4680.0,4682.04,6409.786,0,0
1759808099999,2025-10-07 00:30:00,4681.8,4685.23,4678.99,4683.6,4123.12,0,0
1759808399999,2025-10-07 00:35:00,4682.01,4687.35,4681.3,4684.99,2395.859,0,0
1759808699999,2025-10-07 00:40:00,4684.99,4688.0,4684.03,4687.02,3837.354,0,0
1759808999999,2025-10-07 00:45:00,4688.58,4690.24,4687.04,4687.05,3312.789,0,0
1759809299999,2025-10-07 00:50:00,4687.05,4691.12,4685.99,4690.23,2952.187,0,0
1759809599999,2025-10-07 00:55:00,4690.24,4691.0,4687.3,4688.92,4069.744,0,0
1759809899999,2025-10-07 01:00:00,4688.74,4688.74,4682.5,4686.56,4029.487,0,0
1759810199999,2025-10-07 01:05:00,4687.73,4689.98,4682.24,4682.27,4292.462,0,0
1759810499999,2025-10-07 01:10:00,4682.09,4685.32,4678.06,4680.98,7707.605,0,1
1759810799999,2025-10-07 01:15:00,4680.97,4683.43,4677.08,4679.17,5287.182,0,0
1759811099999,2025-10-07 01:20:00,4679.17,4686.3,4678.0,4686.29,4233.199,0,0
1759811399999,2025-10-07 01:25:00,4685.54,4690.41,4685.54,4690.4,6178.946,0,0
1759811699999,2025-10-07 01:30:00,4690.4,4703.4,4690.39,4702.53,14191.764,1,0
1759811999999,2025-10-07 01:35:00,4702.53,4709.25,4699.65,4705.72,16710.023,0,0
1759812299999,2025-10-07 01:40:00,4704.84,4706.8,4700.51,4704.0,10732.002,0,0
1759812599999,2025-10-07 01:45:00,4704.69,4715.42,4702.91,4712.65,20917.535,0,0
1759812899999,2025-10-07 01:50:00,4712.65,4717.06,4710.01,4713.5,13686.565,0,0
1759813199999,2025-10-07 01:55:00,4713.5,4715.0,4710.24,4711.69,7120.753,0,0
1759813499999,2025-10-07 02:00:00,4711.69,4715.52,4705.15,4710.31,12488.943,0,0
1759813799999,2025-10-07 02:05:00,4710.0,4712.67,4704.69,4708.08,7931.029,0,0
1759814099999,2025-10-07 02:10:00,4708.08,4714.97,4707.82,4708.85,5837.036,0,0
1759814399999,2025-10-07 02:15:00,4708.68,4709.44,4703.0,4703.35,7532.497,0,0
1759814699999,2025-10-07 02:20:00,4703.34,4709.0,4703.15,4707.01,3547.404,0,0
1759814999999,2025-10-07 02:25:00,4707.01,4716.23,4704.0,4712.47,8019.111,0,0
1759815299999,2025-10-07 02:30:00,4712.63,4716.04,4710.2,4714.16,6279.079,0,0
1759815599999,2025-10-07 02:35:00,4714.01,4724.48,4712.8,4723.85,16994.474,0,0
1759815899999,2025-10-07 02:40:00,4724.7,4730.65,4721.29,4721.99,20724.397,0,0
1759816199999,2025-10-07 02:45:00,4722.0,4724.04,4713.14,4714.99,17725.226,0,0
1759816499999,2025-10-07 02:50:00,4715.55,4716.68,4706.13,4712.06,15856.559,0,0
1759816799999,2025-10-07 02:55:00,4711.82,4713.17,4706.54,4709.99,8931.382,0,0
1759817099999,2025-10-07 03:00:00,4709.42,4717.89,4708.57,4712.38,13716.311,0,0
1759817399999,2025-10-07 03:05:00,4712.38,4712.38,4703.14,4706.54,12637.886,0,0
1759817699999,2025-10-07 03:10:00,4706.55,4706.75,4696.0,4700.05,20585.94,0,0
1759817999999,2025-10-07 03:15:00,4700.22,4701.13,4689.0,4693.01,19373.757,0,0
1759818299999,2025-10-07 03:20:00,4693.01,4694.07,4680.0,4682.08,21202.4,0,1
1759818599999,2025-10-07 03:25:00,4682.09,4682.86,4675.02,4675.02,23338.365,0,0
1759818899999,2025-10-07 03:30:00,4675.02,4683.23,4672.42,4682.41,20458.959,0,0
1759819199999,2025-10-07 03:35:00,4682.28,4685.43,4671.2,4675.65,15424.982,0,1
1759819499999,2025-10-07 03:40:00,4675.21,4675.21,4663.48,4669.01,24221.945,0,0
1759819799999,2025-10-07 03:45:00,4668.89,4672.35,4664.0,4669.69,15130.898,0,0
1759820099999,2025-10-07 03:50:00,4670.06,4673.57,4667.32,4668.86,8692.025,0,0
1759820399999,2025-10-07 03:55:00,4668.85,4670.03,4666.22,4667.49,6654.55,0,0
1759820699999,2025-10-07 04:00:00,4667.49,4673.0,4665.34,4672.99,12501.97,0,0
1759820999999,2025-10-07 04:05:00,4672.99,4679.9,4670.53,4674.34,12518.532,0,0
1759821299999,2025-10-07 04:10:00,4674.34,4680.18,4671.66,4672.86,9980.393,0,0
1759821599999,2025-10-07 04:15:00,4672.85,4673.21,4662.01,4672.63,16110.032,0,0
1759821899999,2025-10-07 04:20:00,4672.64,4678.05,4672.07,4674.5,11100.274,0,0
1759822199999,2025-10-07 04:25:00,4674.49,4681.47,4671.45,4679.6,6823.662,0,0
1759822499999,2025-10-07 04:30:00,4679.6,4679.99,4676.55,4676.59,6833.464,0,0
1759822799999,2025-10-07 04:35:00,4676.58,4676.59,4665.17,4666.51,12063.363,0,0
1759823099999,2025-10-07 04:40:00,4666.9,4673.85,4665.0,4672.69,8851.666,0,0
1759823399999,2025-10-07 04:45:00,4672.7,4674.75,4669.39,4671.42,8425.744,0,0
1759823699999,2025-10-07 04:50:00,4671.42,4675.25,4670.88,4673.16,4573.071,0,0
1759823999999,2025-10-07 04:55:00,4673.35,4676.9,4671.58,4676.84,5558.481,0,0
1759824299999,2025-10-07 05:00:00,4676.84,4677.03,4668.37,4668.46,8006.698,0,0
1759824599999,2025-10-07 05:05:00,4668.45,4669.26,4643.0,4657.67,60747.991,0,0
1759824899999,2025-10-07 05:10:00,4657.86,4661.72,4649.42,4651.74,25593.005,0,0
1759825199999,2025-10-07 05:15:00,4651.63,4656.16,4643.24,4644.52,19509.695,0,0
1759825499999,2025-10-07 05:20:00,4645.0,4648.75,4636.0,4644.21,39600.626,0,1
1759825799999,2025-10-07 05:25:00,4644.55,4654.65,4644.55,4650.0,15304.546,0,0
1759826099999,2025-10-07 05:30:00,4650.23,4651.0,4637.02,4638.47,16573.675,0,1
1759826399999,2025-10-07 05:35:00,4638.34,4655.6,4637.86,4654.89,13549.826,0,1
1759826699999,2025-10-07 05:40:00,4655.09,4669.94,4654.29,4669.69,30445.695,0,0
1759826999999,2025-10-07 05:45:00,4670.72,4671.0,4658.68,4663.94,14020.349,0,0
1759827299999,2025-10-07 05:50:00,4663.99,4678.2,4662.24,4673.27,23633.522,0,0
1759827599999,2025-10-07 05:55:00,4673.27,4673.96,4667.32,4668.26,8172.986,0,0
1759827899999,2025-10-07 06:00:00,4668.88,4670.91,4666.38,4670.76,8319.854,0,0
1759828199999,2025-10-07 06:05:00,4670.39,4674.0,4669.0,4673.6,4962.729,0,0
1759828499999,2025-10-07 06:10:00,4673.6,4679.82,4672.96,4677.06,7807.757,0,0
1759828799999,2025-10-07 06:15:00,4677.05,4680.0,4670.09,4670.77,11109.073,0,0
1759829099999,2025-10-07 06:20:00,4670.76,4672.82,4666.67,4672.69,8092.847,0,0
1759829399999,2025-10-07 06:25:00,4672.35,4675.49,4671.09,4672.01,3616.179,0,0
1759829699999,2025-10-07 06:30:00,4671.8,4678.0,4671.09,4671.24,7955.722,0,0
1759829999999,2025-10-07 06:35:00,4671.74,4679.75,4670.33,4675.89,5445.403,0,0
1759830299999,2025-10-07 06:40:00,4675.18,4677.39,4673.57,4675.64,4213.279,0,0
1759830599999,2025-10-07 06:45:00,4675.65,4678.3,4674.54,4678.3,5411.52,0,0
1759830899999,2025-10-07 06:50:00,4678.4,4682.0,4675.59,4681.12,10089.351,0,0
1759831199999,2025-10-07 06:55:00,4680.4,4681.52,4675.22,4678.65,7332.741,0,0
1759831499999,2025-10-07 07:00:00,4678.65,4680.0,4671.46,4676.59,7623.188,0,0
1759831799999,2025-10-07 07:05:00,4676.6,4683.5,4673.38,4681.99,9292.994,0,0
1759832099999,2025-10-07 07:10:00,4682.0,4695.72,4681.44,4695.41,22936.459,0,0
1759832399999,2025-10-07 07:15:00,4695.41,4695.6,4685.89,4689.05,9069.06,0,0
1759832699999,2025-10-07 07:20:00,4689.99,4694.44,4685.36,4685.36,9144.691,0,0
1759832999999,2025-10-07 07:25:00,4685.36,4687.82,4683.33,4685.35,4328.957,0,0
1759833299999,2025-10-07 07:30:00,4685.74,4693.8,4683.0,4693.35,7394.139,0,0
1759833599999,2025-10-07 07:35:00,4693.35,4695.8,4691.18,4693.97,6843.551,0,0
1759833899999,2025-10-07 07:40:00,4693.97,4693.98,4689.13,4689.92,3924.37,0,0
1759834199999,2025-10-07 07:45:00,4689.92,4693.15,4688.32,4691.49,5270.829,0,0
1759834499999,2025-10-07 07:50:00,4691.49,4694.14,4691.21,4691.31,4003.544,0,0
1759834799999,2025-10-07 07:55:00,4691.66,4692.58,4689.04,4690.74,2382.167,0,0
1759835099999,2025-10-07 08:00:00,4690.08,4692.23,4687.65,4690.5,5195.825,0,0
1759835399999,2025-10-07 08:05:00,4690.5,4695.02,4690.5,4693.4,4172.94,0,0
1759835699999,2025-10-07 08:10:00,4693.54,4693.85,4684.86,4685.23,6895.979,0,0
1759835999999,2025-10-07 08:15:00,4684.86,4690.0,4684.85,4689.37,3613.865,0,0
1759836299999,2025-10-07 08:20:00,4689.37,4693.99,4688.36,4690.99,6653.628,0,0
1759836599999,2025-10-07 08:25:00,4691.0,4697.19,4690.62,4694.47,9298.419,1,0
1759836899999,2025-10-07 08:30:00,4694.47,4706.63,4694.05,4706.57,23092.16,1,0
1759837619999,2025-10-07 08:46:00,4695.41,4696.77,4694.74,4696.56,1280.887,0,0
1759837679999,2025-10-07 08:47:00,4696.57,4699.39,4695.54,4695.54,1248.167,0,0
1759837739999,2025-10-07 08:48:00,4695.54,4697.06,4694.51,4695.89,1250.982,0,0
1759837799999,2025-10-07 08:49:00,4695.88,4697.87,4694.47,4697.37,957.488,0,0
1759837859999,2025-10-07 08:50:00,4697.37,4697.38,4695.0,4695.67,634.571,0,0
1759837919999,2025-10-07 08:51:00,4695.67,4698.55,4695.4,4698.55,2045.279,0,0
1759837979999,2025-10-07 08:52:00,4698.55,4701.42,4697.97,4699.24,1235.951,0,0
1759838039999,2025-10-07 08:53:00,4699.23,4703.06,4699.23,4703.06,1468.998,0,0
1759838099999,2025-10-07 08:54:00,4702.71,4706.08,4702.7,4705.5,3930.699,0,0
1759838159999,2025-10-07 08:55:00,4705.5,4709.0,4705.26,4708.52,3919.464,0,0
1759838219999,2025-10-07 08:56:00,4708.28,4712.12,4705.23,4705.26,8644.824,0,0
1759838279999,2025-10-07 08:57:00,4705.25,4707.13,4703.76,4704.74,2709.987,0,0
1759838339999,2025-10-07 08:58:00,4704.75,4708.23,4704.56,4707.76,1757.172,0,0
1759838399999,2025-10-07 08:59:00,4707.76,4707.76,4706.3,4706.45,1130.876,0,0
1759838459999,2025-10-07 09:00:00,4706.44,4707.28,4705.08,4705.35,3257.863,0,0
1759838519999,2025-10-07 09:01:00,4705.35,4705.35,4703.0,4704.71,1871.292,0,0
1759838579999,2025-10-07 09:02:00,4704.7,4704.71,4701.19,4701.19,1117.051,0,0
1759838639999,2025-10-07 09:03:00,4700.5,4701.97,4699.48,4701.97,1304.8,0,0
1759838699999,2025-10-07 09:04:00,4702.34,4703.26,4700.64,4703.26,923.977,0,0
1759838759999,2025-10-07 09:05:00,4703.64,4704.0,4701.12,4703.54,840.863,0,0
1759838819999,2025-10-07 09:06:00,4703.54,4704.8,4703.53,4704.79,429.062,0,0
1759838879999,2025-10-07 09:07:00,4704.79,4706.46,4704.19,4705.43,2236.242,0,0
1759838939999,2025-10-07 09:08:00,4705.42,4709.35,4705.42,4708.97,2321.803,0,0
1759838999999,2025-10-07 09:09:00,4708.97,4708.98,4705.42,4708.43,983.28,0,0
1759839059999,2025-10-07 09:10:00,4708.43,4708.44,4700.4,4700.4,2232.568,0,0
1759839119999,2025-10-07 09:11:00,4700.4,4708.33,4700.4,4708.08,4714.233,0,0
1759839179999,2025-10-07 09:12:00,4708.09,4713.64,4707.04,4707.05,6826.252,0,0
1759839239999,2025-10-07 09:13:00,4706.97,4706.97,4703.81,4704.15,2439.557,0,0
1759839299999,2025-10-07 09:14:00,4703.83,4703.84,4701.9,4702.14,1786.021,0,0
1759839359999,2025-10-07 09:15:00,4702.98,4704.0,4699.46,4703.18,1607.16,0,0
1759839419999,2025-10-07 09:16:00,4703.19,4703.19,4698.43,4698.73,1231.413,0,0
1759839479999,2025-10-07 09:17:00,4698.0,4700.47,4694.0,4696.92,3827.892,0,0
1759839539999,2025-10-07 09:18:00,4697.07,4699.92,4697.06,4699.29,1687.469,0,0
1759839599999,2025-10-07 09:19:00,4698.71,4702.53,4697.3,4702.53,3429.677,0,0
1759839659999,2025-10-07 09:20:00,4702.52,4702.53,4700.0,4702.5,1872.0,0,0
